Name,Rollout_Number,Status,LEX_LVL,Library Segment,EXT,Word Count,PIL,Algorithm,Passage_Text,Synced,Notes,LLM,Origin,Domain 1,Passage Version,TONE_REC 1,MF_count,Revision_Type,Set,Source Model,Tier Type
OR-17-TEC,,Validated,,ORIENT,,74,,Pattern 3,"A navigation app once shortened its spoken directions slightly to save time during driving. At first, the change seemed helpful and more efficient, but some drivers began missing turns because fewer details were given about nearby landmarks and street order. As a result, minor route errors increased even though the instructions were technically correct and complete. Therefore, this small tool adjustment shows how reducing information can sometimes lower clarity instead of improving overall efficiency.",,,GPT,,,,,,,,,
OR-16-ECN,,Validated,,ORIENT,,73,,Pattern 3,"A popular online retailer began offering free returns with no questions asked. At first, the policy appeared to reduce risk only for individual buyers, but customers started ordering multiple versions of the same item with plans to keep just one. As a result, return volumes increased sharply and shipping activity expanded in both directions. Therefore, this single spending option shows how reducing purchase risk can reshape buying and return patterns across many households.",,,GPT,,,,,,,,,
OR-14-ENV,,Validated,,ORIENT,,70,,Pattern 3,"After a row of tall buildings was constructed along an open shoreline, sand began collecting more heavily in one section of the beach. At first, the buildup seemed like a natural shift in tides, but the new structures altered local wind patterns near the ground. As a result, blowing sand settled differently than before. Therefore, this local change shows how built forms can quietly redirect natural movement in surrounding spaces.",,,GPT,,,,,,,,,
OR-14-ENV,,Validated,,ORIENT,,76,,Pattern 3,"After a large building was covered with reflective glass panels, birds were found striking its surface more often than before. At first, the increase seemed random, but the glass was clearly mirroring trees and open sky from nearby areas. As a result, birds flew toward what appeared to be safe open space and hit a solid barrier instead. Therefore, this local design change shows how visual surface choices can unintentionally alter animal behavior in surrounding areas.",,,GPT,,,,,,,,,
OR-13-SOC,,Validated,,ORIENT,,74,,Pattern 3,"In one neighborhood, several families began sharing tools instead of buying their own. At first, this seemed like a simple way to save space and money, but the shared use slowly changed how often neighbors spoke with one another. As a result, casual exchanges around borrowed items led to more regular conversations and small acts of support. Therefore, this single action shows how practical choices can quietly strengthen social ties in a wider community.",,,GPT,,,,,,,,,
OR-12-HLT,,Validated,,ORIENT,,77,,Pattern 2,"Some people feel very awake late at night but often struggle to rise early in the morning hours. This happens because the body follows a natural internal clock, and that clock may slowly shift later for certain individuals over time. As a result, alertness increases in the quiet evening while early daylight hours feel especially difficult and slow. Therefore, this common sleep pattern shows how small timing differences inside the body can shape daily energy and focus.",,,GPT,,,,,,,,,
OR-11-PHY,,Validated,,ORIENT,,76,,Pattern 2,"A clear drinking glass can produce a ringing sound when a wet finger slowly moves around its rim. This happens because the gentle motion creates steady vibrations in the thin glass surface, and those vibrations move through the air as sound waves. As a result, the clear tone continues as long as the movement stays smooth and even. Therefore, this simple physical change shows how steady motion can turn silent objects into lasting sources of sound.",,,GPT,,,,,,,,,
OR-10-SOC,,Validated,,ORIENT,,70,,Pattern 2,"In group meetings, people sometimes agree quickly with the first strong opinion. This happens because individuals often look for social signals in uncertain moments, and early confidence can strongly shape how others judge the situation around them. As a result, later speakers may repeat similar ideas instead of offering different views or new suggestions. Therefore, this common group pattern shows how early signals can quietly guide shared decisions over time.",,,GPT,,,,,,,,,
OR-09-TEC,,Validated,,ORIENT,,70,,Pattern 2,"Fitness trackers sometimes record steps even when a person is sitting still. This happens because the device senses small wrist movements during normal daily activity, and it may interpret these repeated motions as real walking patterns. As a result, the daily step count can slowly rise without any actual travel across distance. Therefore, this common measurement problem shows how tools that track movement must interpret signals that are often unclear.",,,GPT,,,,,,,,,
OR-08-BIO,,Validated,,ORIENT,,70,,Pattern 2,"Many people see that their hands become cold in stressful moments. This happens because the body quickly moves blood away from the skin, and it sends more blood toward large muscles deep inside the body. As a result, the fingers may feel cool and slightly stiff even in a warm room. Therefore, this common physical reaction shows how the body shifts its energy and focus to prepare for quick action.",,,GPT,,,,,,,,,
OR-07-SCI,,Validated,,ORIENT,,72,,Pattern 2,"People often tap their feet while sitting for a long time. This happens because the body slowly builds small amounts of tension in the legs, and moving the foot helps gently release that extra energy through simple muscle action. As a result, the person may feel slightly calmer and more relaxed without thinking about the movement. Therefore, this quiet daily habit shows how the body manages small physical stress in everyday life.",,,GPT,,,,,,,,,
OR-06-SCI,,Validated,,ORIENT,,74,,Pattern 1,"In many homes and schools, screen time is increasing for both adults and children. Digital devices provide quick access to information, which seems to support learning and daily tasks. However, as time in front of screens grows longer, sustained focus on a single activity may become harder because attention shifts quickly between images and alerts. As a result, this trend suggests that greater access to information does not always strengthen deep concentration over time.",,,GPT,,,,,,,,,
