Name,Algorithm,Domain 1,EXT,LEX_LVL,LLM,Library Segment,MF_count,Notes,Origin,PIL,Passage Version,Passage_Text,Revision_Type,Rollout_Number,Set,Source Model,Status,Synced,TONE_REC 1,Tier Type,Word Count
COR-ECN-009,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"When innovation slows, many analysts initially assume firms lack creativity or sufficient funding. Yet evidence increasingly shows that innovation is constrained by dense webs of overlapping patents—legal claims granting exclusive rights to inventions—that firms must navigate before developing new products. By limiting access to essential technologies, these arrangements raise transaction costs and legal uncertainty, discouraging experimentation. Furthermore, companies may avoid entire research areas to reduce institutional risk. This pattern indicates that structural barriers, rather than creative failure, often suppress technological advancement.",,74,8,ASA - LEG,Active,,,Tier 2,83
COR-EDU-018,Missing,EDU,,,GPT,CORE,,,SYN,,v1.0,"Teacher salary policies are shaped by institutional budget structures rather than classroom realities. In many systems, across-the-board pay increases compete with funding for training, support staff, and instructional resources. As a result, higher salaries may coincide with fewer professional supports. This trade-off can affect teaching quality unevenly. These conditions highlight an unintended effect, as policies meant to strengthen education systems may reallocate resources in ways that limit broader instructional improvement.",,75,8,ESO,Active,,,Tier 2,70
COR-SCI-009,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"Expert judgment is commonly trusted because experience is assumed to refine accuracy over time. Yet studies suggest that overconfidence frequently undermines decision quality. Initially, mistakes were blamed on limited information or complex situations; however, evidence shows that repeated success inflates confidence while reducing scrutiny of assumptions. When feedback is incomplete, errors persist unnoticed. This finding implies that expertise alone does not ensure reliability, since confidence may expand independently of true analytical skill.",,76,8,ASA - LEG,Active,,,Tier 2,72
COR-WRK-015,Missing,WRK,,,GPT,CORE,,,SYN,,v1.0,"In labor policy debates, the rise in retirement age proposals is often attributed to longer life expectancy. Initially, many assumed that healthier aging alone justified delayed retirement. However, analysis reveals that fiscal shortfalls are driven less by longevity than by labor market exclusion among older workers. Additionally, rigid employment practices accelerate early exit despite formal eligibility. This pattern shows that the real constraint on retirement timing is not age itself but structural barriers that paradoxically shorten working lives.",,77,8,ESO,Active,,,Tier 2,78
COR-ECN-015,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"Labor mobility barriers often emerge in licensed professions, such as nursing, which rely on state-based licenses that are not easily portable, a pattern commonly attributed to individual reluctance to relocate. The underlying cause, however, is institutional fragmentation, since credentials are not easily transferable across jurisdictions. Due to this structure, qualified workers face delays and added costs, resulting in reduced geographic movement. These constraints shape local labor markets. This mechanism illustrates how administrative design, rather than personal preference, can unintentionally restrict economic adjustment.",,78,8,ASA - LEG,Active,,,Tier 2,82
COR-EDU-022,Missing,EDU,,,GPT,CORE,,,SYN,,v1.0,"Smaller class sizes are often assumed to directly improve student performance in public schools. This is because reduced numbers seem to allow more individualized instruction. Research suggests, however, that the underlying mechanism involves classroom management rather than lesson quality alone. Additionally, gains are strongest when reductions coincide with teacher training improvements. Such patterns illustrate that class size matters less in isolation than in combination with professional capacity, a result that challenges simplified reform assumptions.",,79,8,ESO,Active,,,Tier 2,74
COR-SCI-014,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"Evidence from behavioral research suggests that moral reasoning shifts when attention is divided among competing demands. When people manage several tasks at once, ethical judgments are often guided by simplified rules rather than careful evaluation. This happens because limited mental resources reduce the ability to compare values and intentions. Unexpectedly, strained decision-makers may become more rigid, not more flexible. This finding indicates that moral consistency depends partly on situational mental demands, not only on character.",,80,8,ASA - LEG,Active,,,Tier 2,75
COR-HLT-015,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"While regulations governing drug safety are firmly established, direct-to-consumer pharmaceutical advertising has expanded rapidly. A growing number of campaigns emphasize symptom recognition, often encouraging patients to request specific medications. This trend has coincided with increased prescribing, resulting in higher costs and potential overtreatment. Health analysts note, however, that such marketing can undercut clinical judgment by shifting diagnostic authority toward consumers. These patterns suggest a counterintuitive risk in which informational messaging may compromise medical transparency.",,81,9,ESO,Active,,,Tier 2,74
COR-HLT-010,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Evidence from biomedical research suggests that temporary food restriction can activate internal repair processes at the cellular level. When nutrient intake drops, cells shift from growth toward maintenance, triggering cleanup pathways that remove damaged components. This response conserves energy while improving cellular efficiency. Paradoxically, brief deprivation may strengthen cells rather than weaken them. Such findings indicate that recovery processes depend not only on nutrition quantity but also on timing and metabolic context.",,82,9,ASA - LEG,Active,,,Tier 2,72
COR-ENV-012,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"While global concern over biodiversity loss has intensified, proposals to ban deforestation worldwide have gained support. In response, international bodies argue that strict prohibitions would protect ecosystems and strengthen climate resilience. The intention is to prevent irreversible environmental degradation through coordinated regulation. Critics argue, however, that blanket bans may undercut local livelihoods, particularly in developing regions reliant on land cultivation. These dynamics suggest a paradoxical tension between environmental protection and economic survival.",,83,9,ESO,Inactive,,,Tier 2,72
